method,method_rank,row,timestamp,score,score_pct,consensus_score,consensus_rank,available_method_count,missing_method_count,methods_available,methods_missing
kmeans,1,608,2024-07-01,7.670302558688262,1.0,0.8434592227695675,7,3,2,kmeans;dwt;ocsvm,calf;itrans
kmeans,2,607,2024-06-30,7.665184954794513,0.9983579638752053,0.7044334975369458,75,3,2,kmeans;dwt;ocsvm,calf;itrans
ocsvm,1,531,2024-04-15,96.20470201202384,1.0,0.8631826081007116,3,5,0,kmeans;dwt;calf;itrans;ocsvm,
ocsvm,2,184,2023-05-04,83.91247647442776,0.9983579638752053,0.7261241789819376,55,5,0,kmeans;dwt;calf;itrans;ocsvm,
ocsvm,3,527,2024-04-11,82.0298822036012,0.9967159277504105,0.8288596059113301,10,5,0,kmeans;dwt;calf;itrans;ocsvm,
ocsvm,4,289,2023-08-17,63.48446206422639,0.9950738916256158,0.6559649014778325,118,5,0,kmeans;dwt;calf;itrans;ocsvm,
ocsvm,5,364,2023-10-31,57.77006595188615,0.993431855500821,0.596339627805145,185,5,0,kmeans;dwt;calf;itrans;ocsvm,
ocsvm,6,365,2023-11-01,51.59995703125155,0.9909688013136289,0.594512794198139,188,5,0,kmeans;dwt;calf;itrans;ocsvm,
ocsvm,6,367,2023-11-03,51.59995703125155,0.9909688013136289,0.6552193486590039,120,5,0,kmeans;dwt;calf;itrans;ocsvm,
ocsvm,8,175,2023-04-25,48.347432156355396,0.9852216748768473,0.7211454570333881,60,5,0,kmeans;dwt;calf;itrans;ocsvm,
ocsvm,8,402,2023-12-08,48.347432156355396,0.9852216748768473,0.8403778735632184,8,5,0,kmeans;dwt;calf;itrans;ocsvm,
ocsvm,8,520,2024-04-04,48.347432156355396,0.9852216748768473,0.8457727832512315,6,5,0,kmeans;dwt;calf;itrans;ocsvm,
ocsvm,8,521,2024-04-05,48.347432156355396,0.9852216748768473,0.8725680076628353,1,5,0,kmeans;dwt;calf;itrans;ocsvm,
ocsvm,8,526,2024-04-10,48.347432156355396,0.9852216748768473,0.7853931992337164,23,5,0,kmeans;dwt;calf;itrans;ocsvm,
ocsvm,13,387,2023-11-23,44.988211029630946,0.9794745484400657,0.7683218390804598,29,5,0,kmeans;dwt;calf;itrans;ocsvm,
ocsvm,13,513,2024-03-28,44.988211029630946,0.9794745484400657,0.7062332375478927,72,5,0,kmeans;dwt;calf;itrans;ocsvm,
ocsvm,15,178,2023-04-28,34.346582861060526,0.9753694581280788,0.5810167624521073,201,5,0,kmeans;dwt;calf;itrans;ocsvm,
ocsvm,15,471,2024-02-15,34.346582861060526,0.9753694581280788,0.830662972085386,9,5,0,kmeans;dwt;calf;itrans;ocsvm,
ocsvm,15,559,2024-05-13,34.346582861060526,0.9753694581280788,0.7496956075533661,40,5,0,kmeans;dwt;calf;itrans;ocsvm,
ocsvm,18,148,2023-03-29,30.651779309219805,0.9688013136288999,0.6741815134099616,102,5,0,kmeans;dwt;calf;itrans;ocsvm,
ocsvm,18,150,2023-03-31,30.651779309219805,0.9688013136288999,0.6890802545155994,86,5,0,kmeans;dwt;calf;itrans;ocsvm,
ocsvm,18,171,2023-04-21,30.651779309219805,0.9688013136288999,0.7003802681992337,77,5,0,kmeans;dwt;calf;itrans;ocsvm,
ocsvm,18,493,2024-03-08,30.651779309219805,0.9688013136288999,0.8575402983032294,4,5,0,kmeans;dwt;calf;itrans;ocsvm,
ocsvm,18,512,2024-03-27,30.651779309219805,0.9688013136288999,0.8477876299945265,5,5,0,kmeans;dwt;calf;itrans;ocsvm,
ocsvm,23,392,2023-11-28,26.91293275263851,0.9630541871921182,0.7163724685276409,64,5,0,kmeans;dwt;calf;itrans;ocsvm,
ocsvm,23,528,2024-04-12,26.91293275263851,0.9630541871921182,0.7136478516694034,65,5,0,kmeans;dwt;calf;itrans;ocsvm,
ocsvm,25,149,2023-03-30,23.155106246521314,0.9523809523809523,0.7246048850574713,58,5,0,kmeans;dwt;calf;itrans;ocsvm,
ocsvm,25,176,2023-04-26,23.155106246521314,0.9523809523809523,0.655001573617953,121,5,0,kmeans;dwt;calf;itrans;ocsvm,
ocsvm,25,182,2023-05-02,23.155106246521314,0.9523809523809523,0.7048942939244662,74,5,0,kmeans;dwt;calf;itrans;ocsvm,
ocsvm,25,183,2023-05-03,23.155106246521314,0.9523809523809523,0.738103516694034,48,5,0,kmeans;dwt;calf;itrans;ocsvm,
ocsvm,25,185,2023-05-05,23.155106246521314,0.9523809523809523,0.5398064449917899,251,5,0,kmeans;dwt;calf;itrans;ocsvm,
ocsvm,25,295,2023-08-23,23.155106246521314,0.9523809523809523,0.5729558702791462,206,5,0,kmeans;dwt;calf;itrans;ocsvm,
ocsvm,25,345,2023-10-12,23.155106246521314,0.9523809523809523,0.586445197044335,194,5,0,kmeans;dwt;calf;itrans;ocsvm,
ocsvm,25,352,2023-10-19,23.155106246521314,0.9523809523809523,0.4125608237547892,410,5,0,kmeans;dwt;calf;itrans;ocsvm,
ocsvm,25,379,2023-11-15,23.155106246521314,0.9523809523809523,0.6063334017515052,172,5,0,kmeans;dwt;calf;itrans;ocsvm,
ocsvm,25,391,2023-11-27,23.155106246521314,0.9523809523809523,0.7293260810071155,53,5,0,kmeans;dwt;calf;itrans;ocsvm,
ocsvm,25,538,2024-04-22,23.155106246521314,0.9523809523809523,0.7385637657361797,47,5,0,kmeans;dwt;calf;itrans;ocsvm,
ocsvm,36,153,2023-04-03,19.40934195144976,0.9408866995073891,0.7928414066776136,20,5,0,kmeans;dwt;calf;itrans;ocsvm,
ocsvm,36,332,2023-09-29,19.40934195144976,0.9408866995073891,0.5377577996715928,254,5,0,kmeans;dwt;calf;itrans;ocsvm,
ocsvm,36,356,2023-10-23,19.40934195144976,0.9408866995073891,0.5296163793103449,267,5,0,kmeans;dwt;calf;itrans;ocsvm,
ocsvm,39,330,2023-09-27,15.713673052890599,0.9326765188834154,0.3365472085385878,516,5,0,kmeans;dwt;calf;itrans;ocsvm,
ocsvm,39,343,2023-10-10,15.713673052890599,0.9326765188834154,0.4672789408866995,337,5,0,kmeans;dwt;calf;itrans;ocsvm,
ocsvm,39,357,2023-10-24,15.713673052890599,0.9326765188834154,0.4644228243021347,344,5,0,kmeans;dwt;calf;itrans;ocsvm,
ocsvm,39,359,2023-10-26,15.713673052890599,0.9326765188834154,0.5569716748768473,230,5,0,kmeans;dwt;calf;itrans;ocsvm,
ocsvm,39,458,2024-02-02,15.713673052890599,0.9326765188834154,0.8690753968253968,2,5,0,kmeans;dwt;calf;itrans;ocsvm,
ocsvm,39,519,2024-04-03,15.713673052890599,0.9326765188834154,0.6506051587301587,125,5,0,kmeans;dwt;calf;itrans;ocsvm,
ocsvm,39,542,2024-04-26,15.713673052890599,0.9326765188834154,0.8168943623426381,16,5,0,kmeans;dwt;calf;itrans;ocsvm,
ocsvm,46,170,2023-04-20,12.114337799936592,0.9195402298850575,0.6349362342638205,139,5,0,kmeans;dwt;calf;itrans;ocsvm,
ocsvm,46,323,2023-09-20,12.114337799936592,0.9195402298850575,0.5163795840175152,281,5,0,kmeans;dwt;calf;itrans;ocsvm,
ocsvm,46,338,2023-10-05,12.114337799936592,0.9195402298850575,0.4646046113847838,343,5,0,kmeans;dwt;calf;itrans;ocsvm,
ocsvm,46,339,2023-10-06,12.114337799936592,0.9195402298850575,0.4536919813902573,358,5,0,kmeans;dwt;calf;itrans;ocsvm,
ocsvm,46,380,2023-11-16,12.114337799936592,0.9195402298850575,0.5305192939244664,265,5,0,kmeans;dwt;calf;itrans;ocsvm,
