date,data,cols
2023-02-08,0,161832000
2023-02-08,0,161835000
2023-02-08,0,161836000
2023-02-08,0,161838000
2023-02-08,25,2968000
2023-02-08,0,3296000
2023-02-08,1,330387000
2023-02-08,19,620000
2023-02-08,6,633000
2023-02-09,11,13400000
2023-02-09,0,13401000
2023-02-09,4,161832000
2023-02-09,1,161835000
2023-02-09,1,161836000
2023-02-09,1,161838000
2023-02-09,7,2968000
2023-02-09,3,3296000
2023-02-09,108,330387000
2023-02-09,37,620000
2023-02-09,44,633000
2023-02-10,9,13400000
2023-02-10,0,13401000
2023-02-10,4,161832000
2023-02-10,1,161835000
2023-02-10,1,161836000
2023-02-10,1,161838000
2023-02-10,1,2968000
2023-02-10,1,3296000
2023-02-10,5,330387000
2023-02-10,35,620000
2023-02-10,39,633000
2023-02-11,0,13400000
2023-02-11,0,13401000
2023-02-11,0,161832000
2023-02-11,0,161835000
2023-02-11,0,161836000
2023-02-11,0,161838000
2023-02-11,0,2968000
2023-02-11,0,3296000
2023-02-11,0,330387000
2023-02-11,18,620000
2023-02-11,0,633000
2023-02-12,0,13400000
2023-02-12,0,13401000
2023-02-12,0,161832000
2023-02-12,0,161835000
2023-02-12,0,161836000
2023-02-12,0,161838000
2023-02-12,0,2968000
2023-02-12,0,3296000
2023-02-12,0,330387000
2023-02-12,19,620000
2023-02-12,0,633000
2023-02-13,18,13400000
2023-02-13,0,13401000
2023-02-13,13,161832000
2023-02-13,2,161835000
2023-02-13,2,161836000
2023-02-13,2,161838000
2023-02-13,10,2968000
2023-02-13,2,3296000
2023-02-13,14,330387000
2023-02-13,46,620000
2023-02-13,78,633000
2023-02-14,18,13400000
2023-02-14,0,13401000
2023-02-14,10,161832000
2023-02-14,2,161835000
2023-02-14,2,161836000
2023-02-14,2,161838000
2023-02-14,13,2968000
2023-02-14,3,3296000
2023-02-14,12,330387000
2023-02-14,47,620000
2023-02-14,78,633000
2023-02-15,36,13400000
2023-02-15,0,13401000
2023-02-15,10,161832000
2023-02-15,2,161835000
2023-02-15,2,161836000
2023-02-15,2,161838000
2023-02-15,4,2968000
2023-02-15,2,3296000
2023-02-15,12,330387000
2023-02-15,51,620000
2023-02-15,76,633000
2023-02-16,40,13400000
2023-02-16,0,13401000
2023-02-16,13,161832000
2023-02-16,2,161835000
2023-02-16,2,161836000
2023-02-16,2,161838000
2023-02-16,6,2968000
2023-02-16,4,3296000
2023-02-16,13,330387000
2023-02-16,51,620000
2023-02-16,88,633000
2023-02-17,31,13400000
2023-02-17,0,13401000
2023-02-17,13,161832000
2023-02-17,4,161835000
2023-02-17,4,161836000
2023-02-17,1,161838000
2023-02-17,16,2968000
2023-02-17,6,3296000
2023-02-17,44,330387000
2023-02-17,51,620000
2023-02-17,84,633000
2023-02-18,0,13400000
2023-02-18,0,13401000
2023-02-18,0,161832000
2023-02-18,0,161835000
2023-02-18,0,161836000
2023-02-18,0,161838000
2023-02-18,0,2968000
2023-02-18,0,3296000
2023-02-18,0,330387000
2023-02-18,19,620000
2023-02-18,0,633000
2023-02-19,0,13400000
2023-02-19,0,13401000
2023-02-19,0,161832000
2023-02-19,0,161835000
2023-02-19,0,161836000
2023-02-19,0,161838000
2023-02-19,0,2968000
2023-02-19,0,3296000
2023-02-19,0,330387000
2023-02-19,11,620000
2023-02-19,0,633000
2023-02-20,29,13400000
2023-02-20,0,13401000
2023-02-20,10,161832000
2023-02-20,4,161835000
2023-02-20,4,161836000
2023-02-20,1,161838000
2023-02-20,19,2968000
2023-02-20,4,3296000
2023-02-20,12,330387000
2023-02-20,73,620000
2023-02-20,90,633000
2023-02-21,14,13400000
2023-02-21,0,13401000
2023-02-21,6,161832000
2023-02-21,3,161835000
2023-02-21,3,161836000
2023-02-21,0,161838000
2023-02-21,6,2968000
2023-02-21,2,3296000
2023-02-21,7,330387000
2023-02-21,31,620000
2023-02-21,48,633000
2023-02-22,30,13400000
2023-02-22,0,13401000
2023-02-22,11,161832000
2023-02-22,6,161835000
2023-02-22,3,161836000
2023-02-22,0,161838000
2023-02-22,32,2968000
2023-02-22,2,3296000
2023-02-22,24,330387000
2023-02-22,56,620000
2023-02-22,95,633000
2023-02-23,31,13400000
2023-02-23,0,13401000
2023-02-23,12,161832000
2023-02-23,6,161835000
2023-02-23,3,161836000
2023-02-23,0,161838000
2023-02-23,24,2968000
2023-02-23,4,3296000
2023-02-23,11,330387000
2023-02-23,50,620000
2023-02-23,100,633000
2023-02-24,21,13400000
2023-02-24,0,13401000
2023-02-24,11,161832000
2023-02-24,6,161835000
2023-02-24,3,161836000
2023-02-24,0,161838000
2023-02-24,5,2968000
2023-02-24,4,3296000
2023-02-24,11,330387000
2023-02-24,53,620000
2023-02-24,99,633000
2023-02-25,0,13400000
2023-02-25,0,13401000
2023-02-25,0,161832000
2023-02-25,0,161835000
2023-02-25,0,161836000
2023-02-25,0,161838000
2023-02-25,0,2968000
2023-02-25,0,3296000
2023-02-25,0,330387000
2023-02-25,2,620000
2023-02-25,0,633000
2023-02-26,0,13400000
2023-02-26,0,13401000
2023-02-26,0,161832000
2023-02-26,0,161835000
2023-02-26,0,161836000
2023-02-26,0,161838000
2023-02-26,0,2968000
2023-02-26,0,3296000
2023-02-26,0,330387000
2023-02-26,2,620000
2023-02-26,0,633000
2023-02-27,18,13400000
2023-02-27,0,13401000
2023-02-27,12,161832000
2023-02-27,6,161835000
2023-02-27,6,161836000
2023-02-27,0,161838000
2023-02-27,0,2968000
2023-02-27,2,3296000
2023-02-27,14,330387000
2023-02-27,56,620000
2023-02-27,97,633000
2023-02-28,50,13400000
2023-02-28,0,13401000
2023-02-28,18,161832000
2023-02-28,9,161835000
2023-02-28,9,161836000
2023-02-28,0,161838000
2023-02-28,0,2968000
2023-02-28,3,3296000
2023-02-28,21,330387000
2023-02-28,76,620000
2023-02-28,115,633000
2023-03-01,39,13400000
2023-03-01,0,13401000
2023-03-01,18,161832000
2023-03-01,19,161835000
2023-03-01,16,161836000
2023-03-01,1,161838000
2023-03-01,0,2968000
2023-03-01,5,3296000
2023-03-01,21,330387000
2023-03-01,80,620000
2023-03-01,151,633000
2023-03-02,33,13400000
2023-03-02,6,13401000
2023-03-02,16,161832000
2023-03-02,5,161835000
2023-03-02,5,161836000
2023-03-02,2,161838000
2023-03-02,0,2968000
2023-03-02,3,3296000
2023-03-02,19,330387000
2023-03-02,75,620000
2023-03-02,119,633000
2023-03-03,31,13400000
2023-03-03,9,13401000
2023-03-03,11,161832000
2023-03-03,2,161835000
2023-03-03,2,161836000
2023-03-03,2,161838000
2023-03-03,0,2968000
2023-03-03,2,3296000
2023-03-03,62,330387000
2023-03-03,104,620000
2023-03-03,119,633000
2023-03-04,0,13400000
2023-03-04,0,13401000
2023-03-04,0,161832000
2023-03-04,0,161835000
2023-03-04,0,161836000
2023-03-04,0,161838000
2023-03-04,0,2968000
2023-03-04,0,3296000
2023-03-04,0,330387000
2023-03-04,10,620000
2023-03-04,0,633000
2023-03-05,0,13400000
2023-03-05,0,13401000
2023-03-05,0,161832000
2023-03-05,0,161835000
2023-03-05,0,161836000
2023-03-05,0,161838000
2023-03-05,0,2968000
2023-03-05,0,3296000
2023-03-05,0,330387000
2023-03-05,10,620000
2023-03-05,0,633000
2023-03-06,22,13400000
2023-03-06,4,13401000
2023-03-06,11,161832000
2023-03-06,2,161835000
2023-03-06,2,161836000
2023-03-06,2,161838000
2023-03-06,10,2968000
2023-03-06,2,3296000
2023-03-06,15,330387000
2023-03-06,62,620000
2023-03-06,54,633000
2023-03-07,36,13400000
2023-03-07,8,13401000
2023-03-07,10,161832000
2023-03-07,2,161835000
2023-03-07,1,161836000
2023-03-07,1,161838000
2023-03-07,1,2968000
2023-03-07,4,3296000
2023-03-07,13,330387000
2023-03-07,47,620000
2023-03-07,63,633000
2023-03-08,49,13400000
2023-03-08,12,13401000
2023-03-08,12,161832000
2023-03-08,6,161835000
2023-03-08,0,161836000
2023-03-08,0,161838000
2023-03-08,12,2968000
2023-03-08,6,3296000
2023-03-08,6,330387000
2023-03-08,38,620000
2023-03-08,71,633000
2023-03-09,59,13400000
2023-03-09,8,13401000
2023-03-09,16,161832000
2023-03-09,7,161835000
2023-03-09,1,161836000
2023-03-09,1,161838000
2023-03-09,9,2968000
2023-03-09,8,3296000
2023-03-09,15,330387000
2023-03-09,73,620000
2023-03-09,99,633000
2023-03-10,31,13400000
2023-03-10,6,13401000
2023-03-10,14,161832000
2023-03-10,3,161835000
2023-03-10,3,161836000
2023-03-10,3,161838000
2023-03-10,0,2968000
2023-03-10,7,3296000
2023-03-10,17,330387000
2023-03-10,58,620000
2023-03-10,77,633000
2023-03-11,0,13400000
2023-03-11,0,13401000
2023-03-11,0,161832000
2023-03-11,0,161835000
2023-03-11,0,161836000
2023-03-11,0,161838000
2023-03-11,0,2968000
2023-03-11,0,3296000
2023-03-11,0,330387000
2023-03-11,19,620000
2023-03-11,0,633000
2023-03-12,0,13400000
2023-03-12,0,13401000
2023-03-12,0,161832000
2023-03-12,0,161835000
2023-03-12,0,161836000
2023-03-12,0,161838000
2023-03-12,0,2968000
2023-03-12,0,3296000
2023-03-12,0,330387000
2023-03-12,18,620000
2023-03-12,0,633000
2023-03-13,22,13400000
2023-03-13,4,13401000
2023-03-13,8,161832000
2023-03-13,2,161835000
2023-03-13,2,161836000
2023-03-13,2,161838000
2023-03-13,0,2968000
2023-03-13,2,3296000
2023-03-13,10,330387000
2023-03-13,54,620000
2023-03-13,55,633000
2023-03-14,12,13400000
2023-03-14,2,13401000
2023-03-14,4,161832000
2023-03-14,1,161835000
2023-03-14,1,161836000
2023-03-14,1,161838000
2023-03-14,1,2968000
2023-03-14,1,3296000
2023-03-14,5,330387000
2023-03-14,21,620000
2023-03-14,22,633000
2023-03-15,47,13400000
2023-03-15,6,13401000
2023-03-15,21,161832000
2023-03-15,5,161835000
2023-03-15,5,161836000
2023-03-15,5,161838000
2023-03-15,4,2968000
2023-03-15,7,3296000
2023-03-15,21,330387000
2023-03-15,68,620000
2023-03-15,107,633000
2023-03-16,22,13400000
2023-03-16,4,13401000
2023-03-16,8,161832000
2023-03-16,2,161835000
2023-03-16,2,161836000
2023-03-16,2,161838000
2023-03-16,5,2968000
2023-03-16,4,3296000
2023-03-16,10,330387000
2023-03-16,50,620000
2023-03-16,50,633000
2023-03-17,35,13400000
2023-03-17,6,13401000
2023-03-17,15,161832000
2023-03-17,6,161835000
2023-03-17,3,161836000
2023-03-17,3,161838000
2023-03-17,1,2968000
2023-03-17,9,3296000
2023-03-17,23,330387000
2023-03-17,52,620000
2023-03-17,81,633000
2023-03-18,0,13400000
2023-03-18,0,13401000
2023-03-18,0,161832000
2023-03-18,0,161835000
2023-03-18,0,161836000
2023-03-18,0,161838000
2023-03-18,1,2968000
2023-03-18,0,3296000
2023-03-18,0,330387000
2023-03-18,9,620000
2023-03-18,0,633000
2023-03-19,0,13400000
2023-03-19,0,13401000
2023-03-19,0,161832000
2023-03-19,0,161835000
2023-03-19,0,161836000
2023-03-19,0,161838000
2023-03-19,0,2968000
2023-03-19,0,3296000
2023-03-19,0,330387000
2023-03-19,10,620000
2023-03-19,0,633000
2023-03-20,23,13400000
2023-03-20,4,13401000
2023-03-20,8,161832000
2023-03-20,2,161835000
2023-03-20,2,161836000
2023-03-20,2,161838000
2023-03-20,3,2968000
2023-03-20,9,3296000
2023-03-20,10,330387000
2023-03-20,53,620000
2023-03-20,61,633000
2023-03-21,21,13400000
2023-03-21,5,13401000
2023-03-21,8,161832000
2023-03-21,2,161835000
2023-03-21,2,161836000
2023-03-21,2,161838000
2023-03-21,0,2968000
2023-03-21,6,3296000
2023-03-21,10,330387000
2023-03-21,39,620000
2023-03-21,49,633000
2023-03-22,30,13400000
2023-03-22,5,13401000
2023-03-22,11,161832000
2023-03-22,2,161835000
2023-03-22,2,161836000
2023-03-22,2,161838000
2023-03-22,6,2968000
2023-03-22,5,3296000
2023-03-22,12,330387000
2023-03-22,39,620000
2023-03-22,48,633000
2023-03-23,37,13400000
2023-03-23,6,13401000
2023-03-23,8,161832000
2023-03-23,2,161835000
2023-03-23,2,161836000
2023-03-23,2,161838000
2023-03-23,3,2968000
2023-03-23,6,3296000
2023-03-23,10,330387000
2023-03-23,39,620000
2023-03-23,49,633000
2023-03-24,38,13400000
2023-03-24,6,13401000
2023-03-24,8,161832000
2023-03-24,2,161835000
2023-03-24,2,161836000
2023-03-24,2,161838000
2023-03-24,11,2968000
2023-03-24,6,3296000
2023-03-24,10,330387000
2023-03-24,41,620000
2023-03-24,50,633000
2023-03-25,0,13400000
2023-03-25,0,13401000
2023-03-25,0,161832000
2023-03-25,0,161835000
2023-03-25,0,161836000
2023-03-25,0,161838000
2023-03-25,0,2968000
2023-03-25,0,3296000
2023-03-25,0,330387000
2023-03-25,12,620000
2023-03-25,0,633000
2023-03-26,0,13400000
2023-03-26,0,13401000
2023-03-26,0,161832000
2023-03-26,0,161835000
2023-03-26,0,161836000
2023-03-26,0,161838000
2023-03-26,0,2968000
2023-03-26,0,3296000
2023-03-26,0,330387000
2023-03-26,18,620000
2023-03-26,0,633000
2023-03-27,37,13400000
2023-03-27,7,13401000
2023-03-27,8,161832000
2023-03-27,4,161835000
2023-03-27,4,161836000
2023-03-27,1,161838000
2023-03-27,30,2968000
2023-03-27,6,3296000
2023-03-27,10,330387000
2023-03-27,39,620000
2023-03-27,50,633000
2023-03-28,53,13400000
2023-03-28,11,13401000
2023-03-28,11,161832000
2023-03-28,6,161835000
2023-03-28,3,161836000
2023-03-28,0,161838000
2023-03-28,33,2968000
2023-03-28,6,3296000
2023-03-28,8,330387000
2023-03-28,54,620000
2023-03-28,69,633000
2023-03-29,81,13400000
2023-03-29,18,13401000
2023-03-29,18,161832000
2023-03-29,8,161835000
2023-03-29,0,161836000
2023-03-29,0,161838000
2023-03-29,22,2968000
2023-03-29,9,3296000
2023-03-29,9,330387000
2023-03-29,77,620000
2023-03-29,104,633000
2023-03-30,80,13400000
2023-03-30,16,13401000
2023-03-30,18,161832000
2023-03-30,9,161835000
2023-03-30,6,161836000
2023-03-30,0,161838000
2023-03-30,32,2968000
2023-03-30,9,3296000
2023-03-30,19,330387000
2023-03-30,78,620000
2023-03-30,97,633000
2023-03-31,82,13400000
2023-03-31,18,13401000
2023-03-31,17,161832000
2023-03-31,9,161835000
2023-03-31,9,161836000
2023-03-31,0,161838000
2023-03-31,37,2968000
2023-03-31,9,3296000
2023-03-31,21,330387000
2023-03-31,72,620000
2023-03-31,95,633000
2023-04-01,0,13400000
2023-04-01,0,13401000
2023-04-01,0,161832000
2023-04-01,0,161835000
2023-04-01,0,161836000
2023-04-01,0,161838000
2023-04-01,0,2968000
2023-04-01,0,3296000
2023-04-01,0,330387000
2023-04-01,19,620000
2023-04-01,0,633000
2023-04-02,0,13400000
2023-04-02,0,13401000
2023-04-02,0,161832000
2023-04-02,0,161835000
2023-04-02,0,161836000
2023-04-02,0,161838000
2023-04-02,0,2968000
2023-04-02,0,3296000
2023-04-02,0,330387000
2023-04-02,18,620000
2023-04-02,0,633000
2023-04-03,113,13400000
2023-04-03,15,13401000
2023-04-03,35,161832000
2023-04-03,13,161835000
2023-04-03,12,161836000
2023-04-03,3,161838000
2023-04-03,12,2968000
2023-04-03,14,3296000
2023-04-03,66,330387000
2023-04-03,93,620000
2023-04-03,132,633000
2023-04-04,18,13400000
2023-04-04,3,13401000
2023-04-04,8,161832000
2023-04-04,1,161835000
2023-04-04,1,161836000
2023-04-04,1,161838000
2023-04-04,56,2968000
2023-04-04,1,3296000
2023-04-04,7,330387000
2023-04-04,39,620000
2023-04-04,30,633000
2023-04-05,1,13400000
2023-04-05,1,13401000
2023-04-05,3,161832000
2023-04-05,1,161835000
2023-04-05,1,161836000
2023-04-05,1,161838000
2023-04-05,50,2968000
2023-04-05,0,3296000
2023-04-05,6,330387000
2023-04-05,23,620000
2023-04-05,29,633000
2023-04-06,2,13400000
2023-04-06,0,13401000
2023-04-06,0,161832000
2023-04-06,0,161835000
2023-04-06,0,161836000
2023-04-06,0,161838000
2023-04-06,50,2968000
2023-04-06,0,3296000
2023-04-06,0,330387000
2023-04-06,31,620000
2023-04-06,10,633000
2023-04-07,0,13400000
2023-04-07,0,13401000
2023-04-07,0,161832000
2023-04-07,0,161835000
2023-04-07,0,161836000
2023-04-07,0,161838000
2023-04-07,6,2968000
2023-04-07,0,3296000
2023-04-07,0,330387000
2023-04-07,19,620000
2023-04-07,6,633000
2023-04-08,0,13400000
2023-04-08,0,13401000
2023-04-08,0,161832000
2023-04-08,0,161835000
2023-04-08,0,161836000
2023-04-08,0,161838000
2023-04-08,0,2968000
2023-04-08,0,3296000
2023-04-08,0,330387000
2023-04-08,19,620000
2023-04-08,0,633000
2023-04-09,0,13400000
2023-04-09,0,13401000
2023-04-09,0,161832000
2023-04-09,0,161835000
2023-04-09,0,161836000
2023-04-09,0,161838000
2023-04-09,0,2968000
2023-04-09,0,3296000
2023-04-09,0,330387000
2023-04-09,19,620000
2023-04-09,0,633000
2023-04-10,0,13400000
2023-04-10,0,13401000
2023-04-10,0,161832000
2023-04-10,0,161835000
2023-04-10,0,161836000
2023-04-10,0,161838000
2023-04-10,10,2968000
2023-04-10,0,3296000
2023-04-10,0,330387000
2023-04-10,18,620000
2023-04-10,6,633000
2023-04-11,0,13400000
2023-04-11,0,13401000
2023-04-11,0,161832000
2023-04-11,0,161835000
2023-04-11,0,161836000
2023-04-11,0,161838000
2023-04-11,15,2968000
2023-04-11,0,3296000
2023-04-11,0,330387000
2023-04-11,20,620000
2023-04-11,6,633000
2023-04-12,0,13400000
2023-04-12,0,13401000
2023-04-12,0,161832000
2023-04-12,0,161835000
2023-04-12,0,161836000
2023-04-12,0,161838000
2023-04-12,10,2968000
2023-04-12,0,3296000
2023-04-12,1,330387000
2023-04-12,20,620000
2023-04-12,6,633000
2023-04-13,38,13400000
2023-04-13,6,13401000
2023-04-13,12,161832000
2023-04-13,6,161835000
2023-04-13,0,161836000
2023-04-13,0,161838000
2023-04-13,3,2968000
2023-04-13,6,3296000
2023-04-13,18,330387000
2023-04-13,32,620000
2023-04-13,48,633000
2023-04-14,50,13400000
2023-04-14,12,13401000
2023-04-14,12,161832000
2023-04-14,6,161835000
2023-04-14,0,161836000
2023-04-14,0,161838000
2023-04-14,0,2968000
2023-04-14,6,3296000
2023-04-14,11,330387000
2023-04-14,64,620000
2023-04-14,76,633000
2023-04-15,0,13400000
2023-04-15,0,13401000
2023-04-15,0,161832000
2023-04-15,0,161835000
2023-04-15,0,161836000
2023-04-15,0,161838000
2023-04-15,0,2968000
2023-04-15,0,3296000
2023-04-15,0,330387000
2023-04-15,19,620000
2023-04-15,0,633000
2023-04-16,0,13400000
2023-04-16,0,13401000
2023-04-16,0,161832000
2023-04-16,0,161835000
2023-04-16,0,161836000
2023-04-16,0,161838000
2023-04-16,0,2968000
2023-04-16,0,3296000
2023-04-16,0,330387000
2023-04-16,19,620000
2023-04-16,0,633000
2023-04-17,26,13400000
2023-04-17,6,13401000
2023-04-17,5,161832000
2023-04-17,3,161835000
2023-04-17,0,161836000
2023-04-17,0,161838000
2023-04-17,1,2968000
2023-04-17,1,3296000
2023-04-17,8,330387000
2023-04-17,28,620000
2023-04-17,32,633000
2023-04-18,39,13400000
2023-04-18,9,13401000
2023-04-18,8,161832000
2023-04-18,2,161835000
2023-04-18,1,161836000
2023-04-18,1,161838000
2023-04-18,1,2968000
2023-04-18,4,3296000
2023-04-18,7,330387000
2023-04-18,43,620000
2023-04-18,63,633000
2023-04-19,24,13400000
2023-04-19,6,13401000
2023-04-19,6,161832000
2023-04-19,3,161835000
2023-04-19,0,161836000
2023-04-19,0,161838000
2023-04-19,5,2968000
2023-04-19,3,3296000
2023-04-19,3,330387000
2023-04-19,28,620000
2023-04-19,46,633000
2023-04-20,71,13400000
2023-04-20,13,13401000
2023-04-20,22,161832000
2023-04-20,10,161835000
2023-04-20,1,161836000
2023-04-20,1,161838000
2023-04-20,11,2968000
2023-04-20,19,3296000
2023-04-20,14,330387000
2023-04-20,78,620000
2023-04-20,104,633000
2023-04-21,93,13400000
2023-04-21,18,13401000
2023-04-21,24,161832000
2023-04-21,9,161835000
2023-04-21,3,161836000
2023-04-21,3,161838000
2023-04-21,6,2968000
2023-04-21,10,3296000
2023-04-21,22,330387000
2023-04-21,90,620000
2023-04-21,141,633000
2023-04-22,0,13400000
2023-04-22,0,13401000
2023-04-22,0,161832000
2023-04-22,0,161835000
2023-04-22,0,161836000
2023-04-22,0,161838000
2023-04-22,0,2968000
2023-04-22,0,3296000
2023-04-22,0,330387000
2023-04-22,18,620000
2023-04-22,0,633000
2023-04-23,0,13400000
2023-04-23,0,13401000
2023-04-23,0,161832000
2023-04-23,0,161835000
2023-04-23,0,161836000
2023-04-23,0,161838000
2023-04-23,0,2968000
2023-04-23,0,3296000
2023-04-23,0,330387000
2023-04-23,19,620000
2023-04-23,0,633000
2023-04-24,0,13400000
2023-04-24,10,13401000
2023-04-24,12,161832000
2023-04-24,6,161835000
2023-04-24,0,161836000
2023-04-24,0,161838000
2023-04-24,15,2968000
2023-04-24,6,3296000
2023-04-24,6,330387000
2023-04-24,53,620000
2023-04-24,71,633000
2023-04-25,0,13400000
2023-04-25,23,13401000
2023-04-25,29,161832000
2023-04-25,11,161835000
2023-04-25,0,161836000
2023-04-25,0,161838000
2023-04-25,12,2968000
2023-04-25,8,3296000
2023-04-25,49,330387000
2023-04-25,141,620000
2023-04-25,154,633000
2023-04-26,64,13400000
2023-04-26,16,13401000
2023-04-26,24,161832000
2023-04-26,8,161835000
2023-04-26,1,161836000
2023-04-26,1,161838000
2023-04-26,7,2968000
2023-04-26,6,3296000
2023-04-26,17,330387000
2023-04-26,77,620000
2023-04-26,112,633000
2023-04-27,47,13400000
2023-04-27,7,13401000
2023-04-27,9,161832000
2023-04-27,8,161835000
2023-04-27,5,161836000
2023-04-27,4,161838000
2023-04-27,15,2968000
2023-04-27,4,3296000
2023-04-27,6,330387000
2023-04-27,58,620000
2023-04-27,53,633000
2023-04-28,61,13400000
2023-04-28,19,13401000
2023-04-28,16,161832000
2023-04-28,6,161835000
2023-04-28,2,161836000
2023-04-28,2,161838000
2023-04-28,14,2968000
2023-04-28,6,3296000
2023-04-28,12,330387000
2023-04-28,65,620000
2023-04-28,99,633000
2023-04-29,0,13400000
2023-04-29,0,13401000
2023-04-29,0,161832000
2023-04-29,0,161835000
2023-04-29,0,161836000
2023-04-29,0,161838000
2023-04-29,0,2968000
2023-04-29,0,3296000
2023-04-29,0,330387000
2023-04-29,8,620000
2023-04-29,0,633000
2023-04-30,0,13400000
2023-04-30,0,13401000
2023-04-30,0,161832000
2023-04-30,0,161835000
2023-04-30,0,161836000
2023-04-30,0,161838000
2023-04-30,0,2968000
2023-04-30,0,3296000
2023-04-30,0,330387000
2023-04-30,3,620000
2023-04-30,0,633000
2023-05-01,35,13400000
2023-05-01,10,13401000
2023-05-01,11,161832000
2023-05-01,4,161835000
2023-05-01,0,161836000
2023-05-01,0,161838000
2023-05-01,0,2968000
2023-05-01,4,3296000
2023-05-01,5,330387000
2023-05-01,40,620000
2023-05-01,51,633000
2023-05-02,43,13400000
2023-05-02,16,13401000
2023-05-02,1,161832000
2023-05-02,2,161835000
2023-05-02,0,161836000
2023-05-02,0,161838000
2023-05-02,14,2968000
2023-05-02,2,3296000
2023-05-02,9,330387000
2023-05-02,67,620000
2023-05-02,85,633000
2023-05-03,24,13400000
2023-05-03,16,13401000
2023-05-03,3,161832000
2023-05-03,1,161835000
2023-05-03,1,161836000
2023-05-03,1,161838000
2023-05-03,33,2968000
2023-05-03,1,3296000
2023-05-03,4,330387000
2023-05-03,54,620000
2023-05-03,45,633000
2023-05-04,81,13400000
2023-05-04,37,13401000
2023-05-04,29,161832000
2023-05-04,5,161835000
2023-05-04,5,161836000
2023-05-04,5,161838000
2023-05-04,12,2968000
2023-05-04,5,3296000
2023-05-04,91,330387000
2023-05-04,110,620000
2023-05-04,147,633000
2023-05-05,33,13400000
2023-05-05,16,13401000
2023-05-05,7,161832000
2023-05-05,2,161835000
2023-05-05,2,161836000
2023-05-05,2,161838000
2023-05-05,9,2968000
2023-05-05,5,3296000
2023-05-05,53,330387000
2023-05-05,65,620000
2023-05-05,75,633000
2023-05-06,29,13400000
2023-05-06,5,13401000
2023-05-06,8,161832000
2023-05-06,4,161835000
2023-05-06,0,161836000
2023-05-06,0,161838000
2023-05-06,0,2968000
2023-05-06,4,3296000
2023-05-06,19,330387000
2023-05-06,40,620000
2023-05-06,49,633000
2023-05-07,0,13400000
2023-05-07,0,13401000
2023-05-07,0,161832000
2023-05-07,0,161835000
2023-05-07,0,161836000
2023-05-07,0,161838000
2023-05-07,0,2968000
2023-05-07,0,3296000
2023-05-07,0,330387000
2023-05-07,19,620000
2023-05-07,0,633000
2023-05-08,33,13400000
2023-05-08,6,13401000
2023-05-08,12,161832000
2023-05-08,3,161835000
2023-05-08,3,161836000
2023-05-08,3,161838000
2023-05-08,6,2968000
2023-05-08,4,3296000
2023-05-08,18,330387000
2023-05-08,55,620000
2023-05-08,79,633000
2023-05-09,11,13400000
2023-05-09,2,13401000
2023-05-09,4,161832000
2023-05-09,1,161835000
2023-05-09,1,161836000
2023-05-09,1,161838000
2023-05-09,19,2968000
2023-05-09,1,3296000
2023-05-09,5,330387000
2023-05-09,35,620000
2023-05-09,29,633000
2023-05-10,0,13400000
2023-05-10,0,13401000
2023-05-10,0,161832000
2023-05-10,0,161835000
2023-05-10,0,161836000
2023-05-10,0,161838000
2023-05-10,9,2968000
2023-05-10,0,3296000
2023-05-10,0,330387000
2023-05-10,25,620000
2023-05-10,0,633000
2023-05-11,34,13400000
2023-05-11,7,13401000
2023-05-11,16,161832000
2023-05-11,3,161835000
2023-05-11,3,161836000
2023-05-11,3,161838000
2023-05-11,13,2968000
2023-05-11,7,3296000
2023-05-11,22,330387000
2023-05-11,55,620000
2023-05-11,76,633000
2023-05-12,24,13400000
2023-05-12,4,13401000
2023-05-12,8,161832000
2023-05-12,2,161835000
2023-05-12,2,161836000
2023-05-12,2,161838000
2023-05-12,15,2968000
2023-05-12,3,3296000
2023-05-12,10,330387000
2023-05-12,46,620000
2023-05-12,52,633000
2023-05-13,0,13400000
2023-05-13,0,13401000
2023-05-13,0,161832000
2023-05-13,0,161835000
2023-05-13,0,161836000
2023-05-13,0,161838000
2023-05-13,0,2968000
2023-05-13,0,3296000
2023-05-13,0,330387000
2023-05-13,19,620000
2023-05-13,0,633000
2023-05-14,0,13400000
2023-05-14,0,13401000
2023-05-14,0,161832000
2023-05-14,0,161835000
2023-05-14,0,161836000
2023-05-14,0,161838000
2023-05-14,0,2968000
2023-05-14,0,3296000
2023-05-14,0,330387000
2023-05-14,19,620000
2023-05-14,0,633000
2023-05-15,36,13400000
2023-05-15,6,13401000
2023-05-15,7,161832000
2023-05-15,4,161835000
2023-05-15,1,161836000
2023-05-15,1,161838000
2023-05-15,23,2968000
2023-05-15,4,3296000
2023-05-15,8,330387000
2023-05-15,45,620000
2023-05-15,57,633000
2023-05-16,33,13400000
2023-05-16,8,13401000
2023-05-16,7,161832000
2023-05-16,3,161835000
2023-05-16,0,161836000
2023-05-16,0,161838000
2023-05-16,21,2968000
2023-05-16,2,3296000
2023-05-16,3,330387000
2023-05-16,50,620000
2023-05-16,55,633000
2023-05-17,37,13400000
2023-05-17,8,13401000
2023-05-17,15,161832000
2023-05-17,3,161835000
2023-05-17,3,161836000
2023-05-17,3,161838000
2023-05-17,14,2968000
2023-05-17,6,3296000
2023-05-17,17,330387000
2023-05-17,54,620000
2023-05-17,77,633000
2023-05-18,36,13400000
2023-05-18,10,13401000
2023-05-18,9,161832000
2023-05-18,3,161835000
