run_id,anomaly_id,anomaly_type,intensity,variant,result_group,method,k,matched,matched_timestamp,matched_rank,candidate_count
run_001,run_001_a009,multivariate_group_peak,medium,raw,multivariate_dependency,knn,50,True,2023-02-26,6.0,50
run_001,run_001_a009,multivariate_group_peak,medium,raw,multivariate_dependency,tsnet,10,False,,,10
run_001,run_001_a009,multivariate_group_peak,medium,raw,multivariate_dependency,tsnet,25,True,2023-02-26,25.0,25
run_001,run_001_a009,multivariate_group_peak,medium,raw,multivariate_dependency,tsnet,50,True,2023-02-26,25.0,50
run_001,run_001_a009,multivariate_group_peak,medium,log1p,multivariate_dependency,catch,10,False,,,10
run_001,run_001_a009,multivariate_group_peak,medium,log1p,multivariate_dependency,catch,25,True,2023-02-26,16.0,25
run_001,run_001_a009,multivariate_group_peak,medium,log1p,multivariate_dependency,catch,50,True,2023-02-26,16.0,50
run_001,run_001_a009,multivariate_group_peak,medium,log1p,multivariate_dependency,consensus,10,True,2023-02-26,10.0,10
run_001,run_001_a009,multivariate_group_peak,medium,log1p,multivariate_dependency,consensus,25,True,2023-02-26,10.0,25
run_001,run_001_a009,multivariate_group_peak,medium,log1p,multivariate_dependency,consensus,50,True,2023-02-26,10.0,50
run_001,run_001_a009,multivariate_group_peak,medium,log1p,multivariate_dependency,dagmm,10,True,2023-02-26,1.0,10
run_001,run_001_a009,multivariate_group_peak,medium,log1p,multivariate_dependency,dagmm,25,True,2023-02-26,1.0,25
run_001,run_001_a009,multivariate_group_peak,medium,log1p,multivariate_dependency,dagmm,50,True,2023-02-26,1.0,50
run_001,run_001_a009,multivariate_group_peak,medium,log1p,multivariate_dependency,kmeans,10,False,,,10
run_001,run_001_a009,multivariate_group_peak,medium,log1p,multivariate_dependency,kmeans,25,False,,,25
run_001,run_001_a009,multivariate_group_peak,medium,log1p,multivariate_dependency,kmeans,50,False,,,50
run_001,run_001_a009,multivariate_group_peak,medium,log1p,multivariate_dependency,knn,10,True,2023-02-26,1.0,10
run_001,run_001_a009,multivariate_group_peak,medium,log1p,multivariate_dependency,knn,25,True,2023-02-26,1.0,25
run_001,run_001_a009,multivariate_group_peak,medium,log1p,multivariate_dependency,knn,50,True,2023-02-26,1.0,50
run_001,run_001_a009,multivariate_group_peak,medium,log1p,multivariate_dependency,tsnet,10,False,,,10
run_001,run_001_a009,multivariate_group_peak,medium,log1p,multivariate_dependency,tsnet,25,False,,,25
run_001,run_001_a009,multivariate_group_peak,medium,log1p,multivariate_dependency,tsnet,50,True,2023-02-26,32.0,50
run_001,run_001_a009,multivariate_group_peak,medium,combined,multivariate_dependency,catch,10,False,,,14
run_001,run_001_a009,multivariate_group_peak,medium,combined,multivariate_dependency,catch,25,True,2023-02-26,16.0,37
run_001,run_001_a009,multivariate_group_peak,medium,combined,multivariate_dependency,catch,50,True,2023-02-26,16.0,72
run_001,run_001_a009,multivariate_group_peak,medium,combined,multivariate_dependency,consensus,10,True,2023-02-26,10.0,14
run_001,run_001_a009,multivariate_group_peak,medium,combined,multivariate_dependency,consensus,25,True,2023-02-26,10.0,34
run_001,run_001_a009,multivariate_group_peak,medium,combined,multivariate_dependency,consensus,50,True,2023-02-26,10.0,72
run_001,run_001_a009,multivariate_group_peak,medium,combined,multivariate_dependency,dagmm,10,True,2023-02-26,1.0,21
run_001,run_001_a009,multivariate_group_peak,medium,combined,multivariate_dependency,dagmm,25,True,2023-02-26,1.0,46
run_001,run_001_a009,multivariate_group_peak,medium,combined,multivariate_dependency,dagmm,50,True,2023-02-26,1.0,87
run_001,run_001_a009,multivariate_group_peak,medium,combined,multivariate_dependency,kmeans,10,False,,,14
run_001,run_001_a009,multivariate_group_peak,medium,combined,multivariate_dependency,kmeans,25,False,,,32
run_001,run_001_a009,multivariate_group_peak,medium,combined,multivariate_dependency,kmeans,50,False,,,63
run_001,run_001_a009,multivariate_group_peak,medium,combined,multivariate_dependency,knn,10,True,2023-02-26,1.0,18
run_001,run_001_a009,multivariate_group_peak,medium,combined,multivariate_dependency,knn,25,True,2023-02-26,1.0,41
run_001,run_001_a009,multivariate_group_peak,medium,combined,multivariate_dependency,knn,50,True,2023-02-26,1.0,74
run_001,run_001_a009,multivariate_group_peak,medium,combined,multivariate_dependency,tsnet,10,False,,,14
run_001,run_001_a009,multivariate_group_peak,medium,combined,multivariate_dependency,tsnet,25,True,2023-02-26,25.0,40
run_001,run_001_a009,multivariate_group_peak,medium,combined,multivariate_dependency,tsnet,50,True,2023-02-26,25.0,81
run_001,run_001_a010,multivariate_group_peak,strong,raw,multivariate_dependency,catch,10,False,,,10
run_001,run_001_a010,multivariate_group_peak,strong,raw,multivariate_dependency,catch,25,True,2023-01-26,11.0,25
run_001,run_001_a010,multivariate_group_peak,strong,raw,multivariate_dependency,catch,50,True,2023-01-26,11.0,50
run_001,run_001_a010,multivariate_group_peak,strong,raw,multivariate_dependency,consensus,10,False,,,10
run_001,run_001_a010,multivariate_group_peak,strong,raw,multivariate_dependency,consensus,25,False,,,25
run_001,run_001_a010,multivariate_group_peak,strong,raw,multivariate_dependency,consensus,50,True,2023-01-26,40.0,50
run_001,run_001_a010,multivariate_group_peak,strong,raw,multivariate_dependency,dagmm,10,True,2023-01-26,1.0,11
run_001,run_001_a010,multivariate_group_peak,strong,raw,multivariate_dependency,dagmm,25,True,2023-01-26,1.0,25
run_001,run_001_a010,multivariate_group_peak,strong,raw,multivariate_dependency,dagmm,50,True,2023-01-26,1.0,50
run_001,run_001_a010,multivariate_group_peak,strong,raw,multivariate_dependency,kmeans,10,False,,,10
run_001,run_001_a010,multivariate_group_peak,strong,raw,multivariate_dependency,kmeans,25,False,,,25
run_001,run_001_a010,multivariate_group_peak,strong,raw,multivariate_dependency,kmeans,50,False,,,50
run_001,run_001_a010,multivariate_group_peak,strong,raw,multivariate_dependency,knn,10,True,2023-01-26,5.0,10
run_001,run_001_a010,multivariate_group_peak,strong,raw,multivariate_dependency,knn,25,True,2023-01-26,5.0,25
run_001,run_001_a010,multivariate_group_peak,strong,raw,multivariate_dependency,knn,50,True,2023-01-26,5.0,50
run_001,run_001_a010,multivariate_group_peak,strong,raw,multivariate_dependency,tsnet,10,False,,,10
run_001,run_001_a010,multivariate_group_peak,strong,raw,multivariate_dependency,tsnet,25,True,2023-01-26,13.0,25
run_001,run_001_a010,multivariate_group_peak,strong,raw,multivariate_dependency,tsnet,50,True,2023-01-26,13.0,50
run_001,run_001_a010,multivariate_group_peak,strong,log1p,multivariate_dependency,catch,10,False,,,10
run_001,run_001_a010,multivariate_group_peak,strong,log1p,multivariate_dependency,catch,25,False,,,25
run_001,run_001_a010,multivariate_group_peak,strong,log1p,multivariate_dependency,catch,50,False,,,50
run_001,run_001_a010,multivariate_group_peak,strong,log1p,multivariate_dependency,consensus,10,False,,,10
run_001,run_001_a010,multivariate_group_peak,strong,log1p,multivariate_dependency,consensus,25,False,,,25
run_001,run_001_a010,multivariate_group_peak,strong,log1p,multivariate_dependency,consensus,50,True,2023-01-26,31.0,50
run_001,run_001_a010,multivariate_group_peak,strong,log1p,multivariate_dependency,dagmm,10,False,,,10
run_001,run_001_a010,multivariate_group_peak,strong,log1p,multivariate_dependency,dagmm,25,False,,,25
run_001,run_001_a010,multivariate_group_peak,strong,log1p,multivariate_dependency,dagmm,50,True,2023-01-26,43.0,50
run_001,run_001_a010,multivariate_group_peak,strong,log1p,multivariate_dependency,kmeans,10,False,,,10
run_001,run_001_a010,multivariate_group_peak,strong,log1p,multivariate_dependency,kmeans,25,False,,,25
run_001,run_001_a010,multivariate_group_peak,strong,log1p,multivariate_dependency,kmeans,50,False,,,50
run_001,run_001_a010,multivariate_group_peak,strong,log1p,multivariate_dependency,knn,10,False,,,10
run_001,run_001_a010,multivariate_group_peak,strong,log1p,multivariate_dependency,knn,25,True,2023-01-26,15.0,25
run_001,run_001_a010,multivariate_group_peak,strong,log1p,multivariate_dependency,knn,50,True,2023-01-26,15.0,50
run_001,run_001_a010,multivariate_group_peak,strong,log1p,multivariate_dependency,tsnet,10,False,,,10
run_001,run_001_a010,multivariate_group_peak,strong,log1p,multivariate_dependency,tsnet,25,False,,,25
run_001,run_001_a010,multivariate_group_peak,strong,log1p,multivariate_dependency,tsnet,50,False,,,50
run_001,run_001_a010,multivariate_group_peak,strong,combined,multivariate_dependency,catch,10,False,,,14
run_001,run_001_a010,multivariate_group_peak,strong,combined,multivariate_dependency,catch,25,True,2023-01-26,11.0,37
run_001,run_001_a010,multivariate_group_peak,strong,combined,multivariate_dependency,catch,50,True,2023-01-26,11.0,72
run_001,run_001_a010,multivariate_group_peak,strong,combined,multivariate_dependency,consensus,10,False,,,14
run_001,run_001_a010,multivariate_group_peak,strong,combined,multivariate_dependency,consensus,25,False,,,34
run_001,run_001_a010,multivariate_group_peak,strong,combined,multivariate_dependency,consensus,50,True,2023-01-26,31.0,72
run_001,run_001_a010,multivariate_group_peak,strong,combined,multivariate_dependency,dagmm,10,True,2023-01-26,1.0,21
run_001,run_001_a010,multivariate_group_peak,strong,combined,multivariate_dependency,dagmm,25,True,2023-01-26,1.0,46
run_001,run_001_a010,multivariate_group_peak,strong,combined,multivariate_dependency,dagmm,50,True,2023-01-26,1.0,87
run_001,run_001_a010,multivariate_group_peak,strong,combined,multivariate_dependency,kmeans,10,False,,,14
run_001,run_001_a010,multivariate_group_peak,strong,combined,multivariate_dependency,kmeans,25,False,,,32
run_001,run_001_a010,multivariate_group_peak,strong,combined,multivariate_dependency,kmeans,50,False,,,63
run_001,run_001_a010,multivariate_group_peak,strong,combined,multivariate_dependency,knn,10,True,2023-01-26,5.0,18
run_001,run_001_a010,multivariate_group_peak,strong,combined,multivariate_dependency,knn,25,True,2023-01-26,5.0,41
run_001,run_001_a010,multivariate_group_peak,strong,combined,multivariate_dependency,knn,50,True,2023-01-26,5.0,74
run_001,run_001_a010,multivariate_group_peak,strong,combined,multivariate_dependency,tsnet,10,False,,,14
run_001,run_001_a010,multivariate_group_peak,strong,combined,multivariate_dependency,tsnet,25,True,2023-01-26,13.0,40
run_001,run_001_a010,multivariate_group_peak,strong,combined,multivariate_dependency,tsnet,50,True,2023-01-26,13.0,81
run_002,run_002_a001,global_peak,medium,raw,global_point,calf,10,True,2023-06-18,2.0,10
run_002,run_002_a001,global_peak,medium,raw,global_point,calf,25,True,2023-06-18,2.0,25
run_002,run_002_a001,global_peak,medium,raw,global_point,calf,50,True,2023-06-18,2.0,50
run_002,run_002_a001,global_peak,medium,raw,global_point,consensus,10,True,2023-06-18,2.0,10
run_002,run_002_a001,global_peak,medium,raw,global_point,consensus,25,True,2023-06-18,2.0,25
run_002,run_002_a001,global_peak,medium,raw,global_point,consensus,50,True,2023-06-18,2.0,50
run_002,run_002_a001,global_peak,medium,raw,global_point,datamole,10,False,,,10
run_002,run_002_a001,global_peak,medium,raw,global_point,datamole,25,True,2023-06-18,18.0,25
run_002,run_002_a001,global_peak,medium,raw,global_point,datamole,50,True,2023-06-18,18.0,50
run_002,run_002_a001,global_peak,medium,raw,global_point,gpt4ts,10,True,2023-06-18,3.0,10
run_002,run_002_a001,global_peak,medium,raw,global_point,gpt4ts,25,True,2023-06-18,3.0,25
run_002,run_002_a001,global_peak,medium,raw,global_point,gpt4ts,50,True,2023-06-18,3.0,50
run_002,run_002_a001,global_peak,medium,raw,global_point,itrans,10,True,2023-06-18,4.0,10
run_002,run_002_a001,global_peak,medium,raw,global_point,itrans,25,True,2023-06-18,4.0,25
run_002,run_002_a001,global_peak,medium,raw,global_point,itrans,50,True,2023-06-18,4.0,50
run_002,run_002_a001,global_peak,medium,raw,global_point,units,10,True,2023-06-18,2.0,10
run_002,run_002_a001,global_peak,medium,raw,global_point,units,25,True,2023-06-18,2.0,25
run_002,run_002_a001,global_peak,medium,raw,global_point,units,50,True,2023-06-18,2.0,50
run_002,run_002_a001,global_peak,medium,log1p,global_point,calf,10,True,2023-06-18,1.0,10
run_002,run_002_a001,global_peak,medium,log1p,global_point,calf,25,True,2023-06-18,1.0,25
run_002,run_002_a001,global_peak,medium,log1p,global_point,calf,50,True,2023-06-18,1.0,50
run_002,run_002_a001,global_peak,medium,log1p,global_point,consensus,10,False,,,10
run_002,run_002_a001,global_peak,medium,log1p,global_point,consensus,25,False,,,25
run_002,run_002_a001,global_peak,medium,log1p,global_point,consensus,50,False,,,50
run_002,run_002_a001,global_peak,medium,log1p,global_point,datamole,10,False,,,10
run_002,run_002_a001,global_peak,medium,log1p,global_point,datamole,25,False,,,25
run_002,run_002_a001,global_peak,medium,log1p,global_point,datamole,50,False,,,50
run_002,run_002_a001,global_peak,medium,log1p,global_point,gpt4ts,10,False,,,10
run_002,run_002_a001,global_peak,medium,log1p,global_point,gpt4ts,25,False,,,25
run_002,run_002_a001,global_peak,medium,log1p,global_point,gpt4ts,50,False,,,50
run_002,run_002_a001,global_peak,medium,log1p,global_point,itrans,10,True,2023-06-18,1.0,10
run_002,run_002_a001,global_peak,medium,log1p,global_point,itrans,25,True,2023-06-18,1.0,25
run_002,run_002_a001,global_peak,medium,log1p,global_point,itrans,50,True,2023-06-18,1.0,50
run_002,run_002_a001,global_peak,medium,log1p,global_point,units,10,True,2023-06-18,5.0,10
run_002,run_002_a001,global_peak,medium,log1p,global_point,units,25,True,2023-06-18,5.0,25
run_002,run_002_a001,global_peak,medium,log1p,global_point,units,50,True,2023-06-18,5.0,50
run_002,run_002_a001,global_peak,medium,combined,global_point,calf,10,True,2023-06-18,1.0,18
run_002,run_002_a001,global_peak,medium,combined,global_point,calf,25,True,2023-06-18,1.0,47
run_002,run_002_a001,global_peak,medium,combined,global_point,calf,50,True,2023-06-18,1.0,84
run_002,run_002_a001,global_peak,medium,combined,global_point,consensus,10,True,2023-06-18,2.0,19
run_002,run_002_a001,global_peak,medium,combined,global_point,consensus,25,True,2023-06-18,2.0,49
run_002,run_002_a001,global_peak,medium,combined,global_point,consensus,50,True,2023-06-18,2.0,95
run_002,run_002_a001,global_peak,medium,combined,global_point,datamole,10,False,,,20
run_002,run_002_a001,global_peak,medium,combined,global_point,datamole,25,True,2023-06-18,18.0,50
run_002,run_002_a001,global_peak,medium,combined,global_point,datamole,50,True,2023-06-18,18.0,99
run_002,run_002_a001,global_peak,medium,combined,global_point,gpt4ts,10,True,2023-06-18,3.0,20
run_002,run_002_a001,global_peak,medium,combined,global_point,gpt4ts,25,True,2023-06-18,3.0,50
run_002,run_002_a001,global_peak,medium,combined,global_point,gpt4ts,50,True,2023-06-18,3.0,99
run_002,run_002_a001,global_peak,medium,combined,global_point,itrans,10,True,2023-06-18,1.0,18
run_002,run_002_a001,global_peak,medium,combined,global_point,itrans,25,True,2023-06-18,1.0,44
run_002,run_002_a001,global_peak,medium,combined,global_point,itrans,50,True,2023-06-18,1.0,89
run_002,run_002_a001,global_peak,medium,combined,global_point,units,10,True,2023-06-18,2.0,17
run_002,run_002_a001,global_peak,medium,combined,global_point,units,25,True,2023-06-18,2.0,42
run_002,run_002_a001,global_peak,medium,combined,global_point,units,50,True,2023-06-18,2.0,77
run_002,run_002_a002,global_peak,strong,raw,global_point,calf,10,True,2023-07-13,3.0,10
run_002,run_002_a002,global_peak,strong,raw,global_point,calf,25,True,2023-07-13,3.0,25
run_002,run_002_a002,global_peak,strong,raw,global_point,calf,50,True,2023-07-13,3.0,50
run_002,run_002_a002,global_peak,strong,raw,global_point,consensus,10,False,,,10
run_002,run_002_a002,global_peak,strong,raw,global_point,consensus,25,True,2023-07-13,25.0,25
run_002,run_002_a002,global_peak,strong,raw,global_point,consensus,50,True,2023-07-13,25.0,50
run_002,run_002_a002,global_peak,strong,raw,global_point,datamole,10,False,,,10
run_002,run_002_a002,global_peak,strong,raw,global_point,datamole,25,False,,,25
run_002,run_002_a002,global_peak,strong,raw,global_point,datamole,50,False,,,50
run_002,run_002_a002,global_peak,strong,raw,global_point,gpt4ts,10,True,2023-07-13,6.0,10
run_002,run_002_a002,global_peak,strong,raw,global_point,gpt4ts,25,True,2023-07-13,6.0,25
run_002,run_002_a002,global_peak,strong,raw,global_point,gpt4ts,50,True,2023-07-13,6.0,50
run_002,run_002_a002,global_peak,strong,raw,global_point,itrans,10,True,2023-07-13,2.0,10
run_002,run_002_a002,global_peak,strong,raw,global_point,itrans,25,True,2023-07-13,2.0,25
run_002,run_002_a002,global_peak,strong,raw,global_point,itrans,50,True,2023-07-13,2.0,50
run_002,run_002_a002,global_peak,strong,raw,global_point,units,10,True,2023-07-13,1.0,10
run_002,run_002_a002,global_peak,strong,raw,global_point,units,25,True,2023-07-13,1.0,25
run_002,run_002_a002,global_peak,strong,raw,global_point,units,50,True,2023-07-13,1.0,50
run_002,run_002_a002,global_peak,strong,log1p,global_point,calf,10,False,,,10
run_002,run_002_a002,global_peak,strong,log1p,global_point,calf,25,True,2023-07-13,25.0,25
run_002,run_002_a002,global_peak,strong,log1p,global_point,calf,50,True,2023-07-13,25.0,50
run_002,run_002_a002,global_peak,strong,log1p,global_point,consensus,10,True,2023-07-13,2.0,10
run_002,run_002_a002,global_peak,strong,log1p,global_point,consensus,25,True,2023-07-13,2.0,25
run_002,run_002_a002,global_peak,strong,log1p,global_point,consensus,50,True,2023-07-13,2.0,50
run_002,run_002_a002,global_peak,strong,log1p,global_point,datamole,10,False,,,10
run_002,run_002_a002,global_peak,strong,log1p,global_point,datamole,25,False,,,25
run_002,run_002_a002,global_peak,strong,log1p,global_point,datamole,50,False,,,50
run_002,run_002_a002,global_peak,strong,log1p,global_point,gpt4ts,10,True,2023-07-13,4.0,10
run_002,run_002_a002,global_peak,strong,log1p,global_point,gpt4ts,25,True,2023-07-13,4.0,25
run_002,run_002_a002,global_peak,strong,log1p,global_point,gpt4ts,50,True,2023-07-13,4.0,50
run_002,run_002_a002,global_peak,strong,log1p,global_point,itrans,10,False,,,10
run_002,run_002_a002,global_peak,strong,log1p,global_point,itrans,25,True,2023-07-13,21.0,25
run_002,run_002_a002,global_peak,strong,log1p,global_point,itrans,50,True,2023-07-13,21.0,50
run_002,run_002_a002,global_peak,strong,log1p,global_point,units,10,True,2023-07-13,1.0,10
run_002,run_002_a002,global_peak,strong,log1p,global_point,units,25,True,2023-07-13,1.0,25
run_002,run_002_a002,global_peak,strong,log1p,global_point,units,50,True,2023-07-13,1.0,50
run_002,run_002_a002,global_peak,strong,combined,global_point,calf,10,True,2023-07-13,3.0,19
run_002,run_002_a002,global_peak,strong,combined,global_point,calf,25,True,2023-07-13,3.0,42
run_002,run_002_a002,global_peak,strong,combined,global_point,calf,50,True,2023-07-13,3.0,79
run_002,run_002_a002,global_peak,strong,combined,global_point,consensus,10,True,2023-07-13,2.0,19
run_002,run_002_a002,global_peak,strong,combined,global_point,consensus,25,True,2023-07-13,2.0,41
run_002,run_002_a002,global_peak,strong,combined,global_point,consensus,50,True,2023-07-13,2.0,81
run_002,run_002_a002,global_peak,strong,combined,global_point,datamole,10,False,,,20
run_002,run_002_a002,global_peak,strong,combined,global_point,datamole,25,False,,,50
run_002,run_002_a002,global_peak,strong,combined,global_point,datamole,50,False,,,100
run_002,run_002_a002,global_peak,strong,combined,global_point,gpt4ts,10,True,2023-07-13,4.0,14
run_002,run_002_a002,global_peak,strong,combined,global_point,gpt4ts,25,True,2023-07-13,4.0,33
run_002,run_002_a002,global_peak,strong,combined,global_point,gpt4ts,50,True,2023-07-13,4.0,60
run_002,run_002_a002,global_peak,strong,combined,global_point,itrans,10,True,2023-07-13,2.0,17
run_002,run_002_a002,global_peak,strong,combined,global_point,itrans,25,True,2023-07-13,2.0,44
run_002,run_002_a002,global_peak,strong,combined,global_point,itrans,50,True,2023-07-13,2.0,89
run_002,run_002_a002,global_peak,strong,combined,global_point,units,10,True,2023-07-13,1.0,17
run_002,run_002_a002,global_peak,strong,combined,global_point,units,25,True,2023-07-13,1.0,36
run_002,run_002_a002,global_peak,strong,combined,global_point,units,50,True,2023-07-13,1.0,76
run_002,run_002_a003,contextual_peak,medium,raw,contextual_point,calf,10,False,,,10
run_002,run_002_a003,contextual_peak,medium,raw,contextual_point,calf,25,False,,,25
run_002,run_002_a003,contextual_peak,medium,raw,contextual_point,calf,50,False,,,50
run_002,run_002_a003,contextual_peak,medium,raw,contextual_point,consensus,10,False,,,10
run_002,run_002_a003,contextual_peak,medium,raw,contextual_point,consensus,25,False,,,25
run_002,run_002_a003,contextual_peak,medium,raw,contextual_point,consensus,50,True,2023-04-10,33.0,50
run_002,run_002_a003,contextual_peak,medium,raw,contextual_point,dp,10,False,,,10
run_002,run_002_a003,contextual_peak,medium,raw,contextual_point,dp,25,False,,,25
run_002,run_002_a003,contextual_peak,medium,raw,contextual_point,dp,50,False,,,50
run_002,run_002_a003,contextual_peak,medium,raw,contextual_point,isolation_forest,10,False,,,10
run_002,run_002_a003,contextual_peak,medium,raw,contextual_point,isolation_forest,25,False,,,25
run_002,run_002_a003,contextual_peak,medium,raw,contextual_point,isolation_forest,50,False,,,50
run_002,run_002_a003,contextual_peak,medium,raw,contextual_point,units,10,False,,,10
run_002,run_002_a003,contextual_peak,medium,raw,contextual_point,units,25,False,,,25
run_002,run_002_a003,contextual_peak,medium,raw,contextual_point,units,50,False,,,50
run_002,run_002_a003,contextual_peak,medium,raw,contextual_point,zms,10,False,,,11
run_002,run_002_a003,contextual_peak,medium,raw,contextual_point,zms,25,False,,,25
run_002,run_002_a003,contextual_peak,medium,raw,contextual_point,zms,50,True,2023-04-10,45.0,50
run_002,run_002_a003,contextual_peak,medium,log1p,contextual_point,calf,10,False,,,10
run_002,run_002_a003,contextual_peak,medium,log1p,contextual_point,calf,25,False,,,25
run_002,run_002_a003,contextual_peak,medium,log1p,contextual_point,calf,50,False,,,50
run_002,run_002_a003,contextual_peak,medium,log1p,contextual_point,consensus,10,False,,,10
run_002,run_002_a003,contextual_peak,medium,log1p,contextual_point,consensus,25,False,,,25
run_002,run_002_a003,contextual_peak,medium,log1p,contextual_point,consensus,50,True,2023-04-10,47.0,50
run_002,run_002_a003,contextual_peak,medium,log1p,contextual_point,dp,10,False,,,10
run_002,run_002_a003,contextual_peak,medium,log1p,contextual_point,dp,25,False,,,25
run_002,run_002_a003,contextual_peak,medium,log1p,contextual_point,dp,50,False,,,50
run_002,run_002_a003,contextual_peak,medium,log1p,contextual_point,isolation_forest,10,False,,,10
run_002,run_002_a003,contextual_peak,medium,log1p,contextual_point,isolation_forest,25,False,,,25
run_002,run_002_a003,contextual_peak,medium,log1p,contextual_point,isolation_forest,50,False,,,50
run_002,run_002_a003,contextual_peak,medium,log1p,contextual_point,units,10,False,,,10
run_002,run_002_a003,contextual_peak,medium,log1p,contextual_point,units,25,False,,,25
run_002,run_002_a003,contextual_peak,medium,log1p,contextual_point,units,50,False,,,50
run_002,run_002_a003,contextual_peak,medium,log1p,contextual_point,zms,10,False,,,11
run_002,run_002_a003,contextual_peak,medium,log1p,contextual_point,zms,25,False,,,25
run_002,run_002_a003,contextual_peak,medium,log1p,contextual_point,zms,50,False,,,50
run_002,run_002_a003,contextual_peak,medium,combined,contextual_point,calf,10,False,,,20
run_002,run_002_a003,contextual_peak,medium,combined,contextual_point,calf,25,False,,,49
run_002,run_002_a003,contextual_peak,medium,combined,contextual_point,calf,50,False,,,88
run_002,run_002_a003,contextual_peak,medium,combined,contextual_point,consensus,10,False,,,18
run_002,run_002_a003,contextual_peak,medium,combined,contextual_point,consensus,25,False,,,41
run_002,run_002_a003,contextual_peak,medium,combined,contextual_point,consensus,50,True,2023-04-10,33.0,79
run_002,run_002_a003,contextual_peak,medium,combined,contextual_point,dp,10,False,,,18
run_002,run_002_a003,contextual_peak,medium,combined,contextual_point,dp,25,False,,,45
run_002,run_002_a003,contextual_peak,medium,combined,contextual_point,dp,50,False,,,81
run_002,run_002_a003,contextual_peak,medium,combined,contextual_point,isolation_forest,10,False,,,16
run_002,run_002_a003,contextual_peak,medium,combined,contextual_point,isolation_forest,25,False,,,42
run_002,run_002_a003,contextual_peak,medium,combined,contextual_point,isolation_forest,50,False,,,82
run_002,run_002_a003,contextual_peak,medium,combined,contextual_point,units,10,False,,,18
run_002,run_002_a003,contextual_peak,medium,combined,contextual_point,units,25,False,,,41
run_002,run_002_a003,contextual_peak,medium,combined,contextual_point,units,50,False,,,77
run_002,run_002_a003,contextual_peak,medium,combined,contextual_point,zms,10,False,,,21
run_002,run_002_a003,contextual_peak,medium,combined,contextual_point,zms,25,False,,,47
run_002,run_002_a003,contextual_peak,medium,combined,contextual_point,zms,50,True,2023-04-10,45.0,89
run_002,run_002_a004,contextual_peak,strong,raw,contextual_point,calf,10,False,,,10
run_002,run_002_a004,contextual_peak,strong,raw,contextual_point,calf,25,False,,,25
run_002,run_002_a004,contextual_peak,strong,raw,contextual_point,calf,50,False,,,50
run_002,run_002_a004,contextual_peak,strong,raw,contextual_point,consensus,10,False,,,10
run_002,run_002_a004,contextual_peak,strong,raw,contextual_point,consensus,25,False,,,25
run_002,run_002_a004,contextual_peak,strong,raw,contextual_point,consensus,50,False,,,50
run_002,run_002_a004,contextual_peak,strong,raw,contextual_point,dp,10,False,,,10
run_002,run_002_a004,contextual_peak,strong,raw,contextual_point,dp,25,False,,,25
run_002,run_002_a004,contextual_peak,strong,raw,contextual_point,dp,50,False,,,50
run_002,run_002_a004,contextual_peak,strong,raw,contextual_point,isolation_forest,10,False,,,10
run_002,run_002_a004,contextual_peak,strong,raw,contextual_point,isolation_forest,25,False,,,25
run_002,run_002_a004,contextual_peak,strong,raw,contextual_point,isolation_forest,50,False,,,50
run_002,run_002_a004,contextual_peak,strong,raw,contextual_point,units,10,False,,,10
run_002,run_002_a004,contextual_peak,strong,raw,contextual_point,units,25,False,,,25
run_002,run_002_a004,contextual_peak,strong,raw,contextual_point,units,50,False,,,50
run_002,run_002_a004,contextual_peak,strong,raw,contextual_point,zms,10,False,,,10
run_002,run_002_a004,contextual_peak,strong,raw,contextual_point,zms,25,False,,,27
run_002,run_002_a004,contextual_peak,strong,raw,contextual_point,zms,50,False,,,50
run_002,run_002_a004,contextual_peak,strong,log1p,contextual_point,calf,10,False,,,10
run_002,run_002_a004,contextual_peak,strong,log1p,contextual_point,calf,25,False,,,25
run_002,run_002_a004,contextual_peak,strong,log1p,contextual_point,calf,50,False,,,50
run_002,run_002_a004,contextual_peak,strong,log1p,contextual_point,consensus,10,False,,,10
run_002,run_002_a004,contextual_peak,strong,log1p,contextual_point,consensus,25,False,,,25
run_002,run_002_a004,contextual_peak,strong,log1p,contextual_point,consensus,50,False,,,50
run_002,run_002_a004,contextual_peak,strong,log1p,contextual_point,dp,10,False,,,10
run_002,run_002_a004,contextual_peak,strong,log1p,contextual_point,dp,25,False,,,25
run_002,run_002_a004,contextual_peak,strong,log1p,contextual_point,dp,50,False,,,50
run_002,run_002_a004,contextual_peak,strong,log1p,contextual_point,isolation_forest,10,False,,,10
run_002,run_002_a004,contextual_peak,strong,log1p,contextual_point,isolation_forest,25,False,,,25
run_002,run_002_a004,contextual_peak,strong,log1p,contextual_point,isolation_forest,50,False,,,50
run_002,run_002_a004,contextual_peak,strong,log1p,contextual_point,units,10,False,,,10
run_002,run_002_a004,contextual_peak,strong,log1p,contextual_point,units,25,False,,,25
run_002,run_002_a004,contextual_peak,strong,log1p,contextual_point,units,50,False,,,50
run_002,run_002_a004,contextual_peak,strong,log1p,contextual_point,zms,10,False,,,12
run_002,run_002_a004,contextual_peak,strong,log1p,contextual_point,zms,25,False,,,25
run_002,run_002_a004,contextual_peak,strong,log1p,contextual_point,zms,50,False,,,50
run_002,run_002_a004,contextual_peak,strong,combined,contextual_point,calf,10,False,,,17
run_002,run_002_a004,contextual_peak,strong,combined,contextual_point,calf,25,False,,,43
run_002,run_002_a004,contextual_peak,strong,combined,contextual_point,calf,50,False,,,87
