date,variant,anomaly_type,customer,consensus_rank,consensus_score,available_method_count,missing_method_count
2024-06-06,raw_log1p,subsequence_pattern,,15,0.9383949096880132,4,1
2024-06-06,raw_log1p,subsequence_pattern,161835000,11,0.944688013136289,4,1
2024-06-07,log1p,,,8,0.8870588606795504,13,3
2024-06-07,log1p,multivariate_dependency,,1,0.9733107553366174,4,1
2024-06-07,raw,,,1,0.9835455349248452,13,3
2024-06-07,raw,multivariate_dependency,,1,0.9983579638752051,4,1
2024-06-07,raw_log1p,contextual_point,161835000,3,0.9928845101258896,3,2
2024-06-07,raw_log1p,contextual_point,161836000,2,0.997263273125342,3,2
2024-06-07,raw_log1p,global_point,620000,1,0.9994444444444444,3,2
2024-06-07,raw_log1p,multivariate_dependency,,1,0.9983579638752051,4,1
2024-06-07,raw_log1p,subsequence_pattern,,7,0.9626436781609196,4,1
2024-06-07,raw_log1p,subsequence_pattern,161832000,3,0.973721264367816,4,1
2024-06-07,raw_log1p,subsequence_pattern,161835000,8,0.9490845648604268,4,1
2024-06-07,raw_log1p,subsequence_pattern,161836000,5,0.960591133004926,4,1
2024-06-07,raw_log1p,subsequence_pattern,330387000,2,0.9733107553366174,4,1
2024-06-08,log1p,multivariate_dependency,,5,0.9347865353037768,4,1
2024-06-08,raw_log1p,global_point,620000,20,0.8694444444444445,3,2
2024-06-10,raw_log1p,contextual_point,161832000,16,0.9302134646962232,3,2
2024-06-10,raw_log1p,contextual_point,161835000,16,0.9532019704433498,3,2
2024-06-10,raw_log1p,contextual_point,161836000,13,0.9570333880678707,3,2
2024-06-10,raw_log1p,global_point,161835000,13,0.9311111111111112,3,2
2024-06-10,raw_log1p,multivariate_dependency,,24,0.9188382594417078,4,1
2024-06-10,raw_log1p,subsequence_pattern,,21,0.918134236453202,4,1
2024-06-10,raw_log1p,subsequence_pattern,161835000,22,0.9065886699507388,4,1
2024-06-11,log1p,,,9,0.8830706075533663,13,3
2024-06-11,raw_log1p,contextual_point,161835000,6,0.9772851669403394,3,2
2024-06-11,raw_log1p,contextual_point,161836000,5,0.9808429118773946,3,2
2024-06-11,raw_log1p,contextual_point,3296000,19,0.9116037219485494,3,2
2024-06-11,raw_log1p,global_point,161835000,2,0.9783333333333332,3,2
2024-06-11,raw_log1p,subsequence_pattern,,9,0.9540045155993432,4,1
2024-06-11,raw_log1p,subsequence_pattern,161835000,13,0.9400472085385878,4,1
2024-06-11,raw_log1p,subsequence_pattern,161836000,10,0.9402278325123152,4,1
2024-06-17,raw_log1p,contextual_point,161836000,17,0.9376026272577996,3,2
2024-06-17,raw_log1p,contextual_point,3296000,25,0.8951833607006021,3,2
2024-06-18,raw_log1p,global_point,161836000,24,0.9177777777777778,3,2
2024-06-18,raw_log1p,global_point,3296000,21,0.8666666666666666,3,2
2024-06-18,raw_log1p,global_point,620000,22,0.8594444444444443,3,2
2024-06-19,log1p,,,6,0.8926335733232285,13,3
2024-06-19,raw_log1p,contextual_point,13400000,18,0.9157088122605364,3,2
2024-06-19,raw_log1p,contextual_point,161832000,6,0.9797482211275316,3,2
2024-06-19,raw_log1p,contextual_point,161835000,10,0.9619594964422552,3,2
2024-06-19,raw_log1p,contextual_point,161836000,10,0.9701696770662288,3,2
2024-06-19,raw_log1p,contextual_point,161838000,5,0.9753694581280788,3,2
2024-06-19,raw_log1p,contextual_point,2968000,10,0.9663382594417076,3,2
2024-06-19,raw_log1p,contextual_point,3296000,9,0.9677066228790366,3,2
2024-06-19,raw_log1p,contextual_point,330387000,15,0.9490968801313628,3,2
2024-06-19,raw_log1p,contextual_point,620000,21,0.8990147783251232,3,2
2024-06-19,raw_log1p,contextual_point,633000,9,0.9455391351943075,3,2
2024-06-19,raw_log1p,global_point,2968000,12,0.9627777777777776,3,2
2024-06-19,raw_log1p,multivariate_dependency,,17,0.9393041871921182,4,1
2024-06-19,raw_log1p,subsequence_pattern,161838000,8,0.9541235632183908,4,1
2024-06-20,raw_log1p,subsequence_pattern,161838000,18,0.8778489326765189,4,1
2024-06-25,raw_log1p,subsequence_pattern,161832000,25,0.89272030651341,3,2
2024-06-25,raw_log1p,subsequence_pattern,161838000,17,0.8787629994526546,3,2
2024-06-28,log1p,multivariate_dependency,,9,0.9233716475095785,3,2
