anomaly_type,k,recall,hits,labels
multivariate_group_peak,49,1.0,10,10
multivariate_group_peak,50,1.0,10,10
multivariate_group_peak,51,1.0,10,10
multivariate_group_peak,52,1.0,10,10
multivariate_group_peak,53,1.0,10,10
multivariate_group_peak,54,1.0,10,10
multivariate_group_peak,55,1.0,10,10
multivariate_group_peak,56,1.0,10,10
multivariate_group_peak,57,1.0,10,10
multivariate_group_peak,58,1.0,10,10
multivariate_group_peak,59,1.0,10,10
multivariate_group_peak,60,1.0,10,10
multivariate_group_peak,61,1.0,10,10
multivariate_group_peak,62,1.0,10,10
multivariate_group_peak,63,1.0,10,10
multivariate_group_peak,64,1.0,10,10
multivariate_group_peak,65,1.0,10,10
multivariate_group_peak,66,1.0,10,10
multivariate_group_peak,67,1.0,10,10
multivariate_group_peak,68,1.0,10,10
multivariate_group_peak,69,1.0,10,10
multivariate_group_peak,70,1.0,10,10
multivariate_group_peak,71,1.0,10,10
multivariate_group_peak,72,1.0,10,10
multivariate_group_peak,73,1.0,10,10
multivariate_group_peak,74,1.0,10,10
multivariate_group_peak,75,1.0,10,10
multivariate_group_peak,76,1.0,10,10
multivariate_group_peak,77,1.0,10,10
multivariate_group_peak,78,1.0,10,10
multivariate_group_peak,79,1.0,10,10
multivariate_group_peak,80,1.0,10,10
multivariate_group_peak,81,1.0,10,10
multivariate_group_peak,82,1.0,10,10
multivariate_group_peak,83,1.0,10,10
multivariate_group_peak,84,1.0,10,10
multivariate_group_peak,85,1.0,10,10
multivariate_group_peak,86,1.0,10,10
multivariate_group_peak,87,1.0,10,10
multivariate_group_peak,88,1.0,10,10
multivariate_group_peak,89,1.0,10,10
multivariate_group_peak,90,1.0,10,10
multivariate_group_peak,91,1.0,10,10
multivariate_group_peak,92,1.0,10,10
multivariate_group_peak,93,1.0,10,10
multivariate_group_peak,94,1.0,10,10
multivariate_group_peak,95,1.0,10,10
multivariate_group_peak,96,1.0,10,10
multivariate_group_peak,97,1.0,10,10
multivariate_group_peak,98,1.0,10,10
multivariate_group_peak,99,1.0,10,10
multivariate_group_peak,100,1.0,10,10
multivariate_group_peak,101,1.0,10,10
multivariate_group_peak,102,1.0,10,10
multivariate_group_peak,103,1.0,10,10
multivariate_group_peak,104,1.0,10,10
multivariate_group_peak,105,1.0,10,10
multivariate_group_peak,106,1.0,10,10
multivariate_group_peak,107,1.0,10,10
multivariate_group_peak,108,1.0,10,10
multivariate_group_peak,109,1.0,10,10
multivariate_group_peak,110,1.0,10,10
multivariate_group_peak,111,1.0,10,10
multivariate_group_peak,112,1.0,10,10
multivariate_group_peak,113,1.0,10,10
multivariate_group_peak,114,1.0,10,10
multivariate_group_peak,115,1.0,10,10
multivariate_group_peak,116,1.0,10,10
multivariate_group_peak,117,1.0,10,10
multivariate_group_peak,118,1.0,10,10
multivariate_group_peak,119,1.0,10,10
multivariate_group_peak,120,1.0,10,10
multivariate_group_peak,121,1.0,10,10
multivariate_group_peak,122,1.0,10,10
multivariate_group_peak,123,1.0,10,10
multivariate_group_peak,124,1.0,10,10
multivariate_group_peak,125,1.0,10,10
multivariate_group_peak,126,1.0,10,10
multivariate_group_peak,127,1.0,10,10
multivariate_group_peak,128,1.0,10,10
multivariate_group_peak,129,1.0,10,10
multivariate_group_peak,130,1.0,10,10
multivariate_group_peak,131,1.0,10,10
multivariate_group_peak,132,1.0,10,10
multivariate_group_peak,133,1.0,10,10
multivariate_group_peak,134,1.0,10,10
multivariate_group_peak,135,1.0,10,10
multivariate_group_peak,136,1.0,10,10
multivariate_group_peak,137,1.0,10,10
multivariate_group_peak,138,1.0,10,10
multivariate_group_peak,139,1.0,10,10
multivariate_group_peak,140,1.0,10,10
multivariate_group_peak,141,1.0,10,10
multivariate_group_peak,142,1.0,10,10
multivariate_group_peak,143,1.0,10,10
multivariate_group_peak,144,1.0,10,10
multivariate_group_peak,145,1.0,10,10
multivariate_group_peak,146,1.0,10,10
multivariate_group_peak,147,1.0,10,10
multivariate_group_peak,148,1.0,10,10
multivariate_group_peak,149,1.0,10,10
multivariate_group_peak,150,1.0,10,10
multivariate_group_peak,151,1.0,10,10
multivariate_group_peak,152,1.0,10,10
multivariate_group_peak,153,1.0,10,10
multivariate_group_peak,154,1.0,10,10
multivariate_group_peak,155,1.0,10,10
multivariate_group_peak,156,1.0,10,10
multivariate_group_peak,157,1.0,10,10
multivariate_group_peak,158,1.0,10,10
multivariate_group_peak,159,1.0,10,10
multivariate_group_peak,160,1.0,10,10
multivariate_group_peak,161,1.0,10,10
multivariate_group_peak,162,1.0,10,10
multivariate_group_peak,163,1.0,10,10
multivariate_group_peak,164,1.0,10,10
multivariate_group_peak,165,1.0,10,10
multivariate_group_peak,166,1.0,10,10
multivariate_group_peak,167,1.0,10,10
multivariate_group_peak,168,1.0,10,10
multivariate_group_peak,169,1.0,10,10
multivariate_group_peak,170,1.0,10,10
multivariate_group_peak,171,1.0,10,10
multivariate_group_peak,172,1.0,10,10
multivariate_group_peak,173,1.0,10,10
multivariate_group_peak,174,1.0,10,10
multivariate_group_peak,175,1.0,10,10
multivariate_group_peak,176,1.0,10,10
multivariate_group_peak,177,1.0,10,10
multivariate_group_peak,178,1.0,10,10
multivariate_group_peak,179,1.0,10,10
multivariate_group_peak,180,1.0,10,10
multivariate_group_peak,181,1.0,10,10
multivariate_group_peak,182,1.0,10,10
multivariate_group_peak,183,1.0,10,10
multivariate_group_peak,184,1.0,10,10
multivariate_group_peak,185,1.0,10,10
multivariate_group_peak,186,1.0,10,10
multivariate_group_peak,187,1.0,10,10
multivariate_group_peak,188,1.0,10,10
multivariate_group_peak,189,1.0,10,10
multivariate_group_peak,190,1.0,10,10
multivariate_group_peak,191,1.0,10,10
multivariate_group_peak,192,1.0,10,10
multivariate_group_peak,193,1.0,10,10
multivariate_group_peak,194,1.0,10,10
multivariate_group_peak,195,1.0,10,10
multivariate_group_peak,196,1.0,10,10
multivariate_group_peak,197,1.0,10,10
multivariate_group_peak,198,1.0,10,10
multivariate_group_peak,199,1.0,10,10
multivariate_group_peak,200,1.0,10,10
